attribute_set_id,sku,name,meta_title,url_key,sku_for_vendor_product,treatment,carat_weight,classification,cutting_style,dimensions,j_colour,name2,offers,vendor_id,weight_ratti,shipping_days,hsn_code,price,special_price,weight_carat,price_per_carat,weight_sort1,status,tax_class_id,gemstone,gem_composition,shape,certification,return_policy,colour,cut,dimension_type,dispatch_days,gemstone2,vendor,offer_type,origin,product_type,description,short_description,comment_explation,description2,qty,is_in_stock,gemstone3,image,small_image,thumbnail,invoice_id,news_from_date,news_to_date,stickers,callfor,quality_config_gem,redirect_select_for_quality,select_for_quality,mainproduct_forjewlrypage,gemstone2_type,price_per_carat_range,metal_config,ideal_design,price_for_jewelry,promotion_baseprice_jewlery,product_discount_percentage,promotion_discount_price,specific_gravity,refractive_index,show_pricing_table,callfor_price_wanto_show,automatic_video_link,call_for_price_text,calibrated_size_range,beads_size,hole,beads_in_strand,length_inches,quality_grade,strands,dimension_approx,arrangement_type,length_cm,how_to_wear,certificate_number1,verified_certificateimage,verified_certificateimage1,additional_certification,price_range,gemstone_benifits_new,product_category_type
Gemstones,GP13171,Emerald - 6.57 Carats,Natural Emerald - 6.57 carats (GP13171) from Zambia,emerald-gp13171,GP13171,Unheated and Untreated (Oiling Only),6.57 ,Emerald,Faceted,12.85x9.64x8.55 mm,Green,6.57 ct Emerald Natural Original Top Quality Lab Certified Gemstone of 6.57 carat (7.5 ratti) from Zambia,Express Dispatch,4268,7.3,0,71039130,32700.0000,,6.5700,4844.0000,675.0000,Enabled,Jewellery Sapphire,Emerald,Natural,Oval,AGR Certified,10 Day Money-Back Returns*,Green,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Emerald - Zambia,GP,Loose Gemstone,Zambia,Single Stone,Natural Emerald weighing 6.57 carat In Oval shape.,Natural Emerald weighing 6.57 carats (7.5 ratti) from Zambia,"Relive on 12-14-2017 ( Pawan Sir), Price Increase by 20% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Out of stock by Own Inventory on 100124)(Active on 300124-fms)(Out of stock by Own Invenrory on 170224)","Buy Natural Emerald - Zambia 6.57 for sale online, weighing 6.57 carats (roughly 7.5 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (6.57 carat). The stone origin (where it is mined from) is Zambia. The stone is hence popularly also known as . Emerald has many benefits. This gem is stated to be Unheated (Oiling). The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Emerald - Zambia-Faceted-Non Calibrated,/g/p/gp13171-1-191023.jpg,/g/p/gp13171-1-191023.jpg,/g/p/gp13171-hand-191023.jpg,0,2022-05-18 00:00:00,,,,,0,,,1 - Precious,4500,,,,,,4890,2.72,1.580 - 1.590,No,No,,,",",",",",",,,",",",",",",",",,,,https://www.agrl.in/searchcertificate.aspx?T=Stone&No=SA118011391,,,32000,"growth in business, Oratorship",P
Gemstones - Config1,GEM-RUBY-LUX-INDIA,Ruby (Indian) - Luxury,Ruby (Indian) - Luxury Quality,ruby-indian-luxury-quality,,Unheated and Untreated (No Indications Observed),,,Faceted,,,,,,,5,71039110,750.0000,,,0.0000,40.0000,Disabled,Jewellery Sapphire,Ruby,Natural,Oval,Free Lab Certificate,10 Day Money-Back Returns*,Red,Mixed Cuts,Not Calibrated,5 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Ruby - India,,,India,Single Stone,"Allow our team of expert gemologists select a Natural Luxury Ruby gemstone of Luxury Quality from our offline inventory of gemstones. The selected gemstone shall be of relatively the same quality as those shown in the sample photographs, with weight within -0.2ct to +0.5ct range from your selection. You can alternatively decide to browse through our collection of catalogued gemstones with photos and videos to select a gemstone of your own choice by going to the Ruby category page",Very Good Colour / Opaque,,,1.0000,1,,/g/e/GEM-RUBY-LUX-INDIA-1-190405.jpg,/g/e/GEM-RUBY-LUX-INDIA-1-190405.jpg,/g/e/GEM-RUBY-LUX-INDIA-2-190405.jpg,,,,,,Luxury,0,,,3 - Semi-Precious,500,,,,,0,,4,1760 - 1.770 ,No,No,,,",",",",",",,,",",",",",",",",,,,,,,,Professional and Academic Success,
Gemstones,GP13781,Turquoise - 4.10 carats,Natural Turquoise - 4.10 carats (GP13781) from Iran,turquoise-gp13781,GP13781,Unheated and Untreated (No Indications Observed),4.1,Turquoise,Cabochon,18.10x10.50x3.33 mm,Blue,4.1 ct Turquoise (Firoza) Natural Original Top Quality Lab Certified Gemstone of 4.1 carat (4.5 ratti) from Iran,Express Dispatch,5243,4.56,0,71039990,2950.0000,,4.1000,720.0000,410.0000,Enabled,Jewellery Semiprecious,Turquoise,Natural,Pear,ITLGJ Certified,10 Day Money-Back Returns*,Blue,Cabochon,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Turquoise (Iran),GP,Loose Gemstone,Iran,Single Stone,Natural Turquoise weighing 4.10 carats in Pear Shape. Turquoise Will be Polished from one side and will be in rough form from the back side because it is a soft stone.So that focus is only in insuring that it looks from the front side,Natural Turquoise weighing 4.10 carats (4.56 ratti) from Iran,"Update carat wt on 03-Jun-2019, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Out of stock by own inventry on 181023-uk)","Buy Natural Original Turquoise (Iran) for sale online, weighing 4.56 carats (roughly 5 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (4.56 carat). The stone origin (where it is mined from) is Iran. The stone is hence popularly also known as Iranian Turquoise. Turquoise (Iran) has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Turquoise (Iran)-Cabochon-Non Calibrated,/g/p/gp13781-1-191115.jpg,/g/p/gp13781-1-191115.jpg,/g/p/gp13781-itlgj-certified-191115.jpg,,2016-12-15 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,442.5,2.75,1.61 Spot,No,No,,,",",",",",",,,",",",",",",",",,000033---Turqu--__oise0000333-----___.pdf,,,,,2500,,SP
Gemstones,GP13978,Emerald - 3.77 Carats,Natural Certified - 3.77 Carats Emerald (Panna) (GP13978) from Brazil,emerald-gp13978,GP13978,Unheated and Untreated (Oiling Only),3.77,Emerald,Faceted,12.08x8.63x4.63 mm,Green,3.77 ct Emerald (Panna) Natural Original Top Quality Lab Certified Gemstone of 3.77 carat (4 ratti) from Brazil,Express Dispatch,5436,4.19,0,71039130,25300.0000,,3.7700,6711.0000,377.0000,Enabled,Jewellery Semiprecious,Emerald,Natural,Octagonal,ITLGJ Certified,10 Day Money-Back Returns*,Green,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Emerald - Brazil,GP,Loose Gemstone,Brazil,Single Stone,Natural Emerald weighing 3.77 carats in Octagonal Shape,Natural Emerald weighing 3.77 carats (4.19 ratti) from Brazil,"Price Uptade by Sunil Sir on 03-05-2021 by 10% (Massage on Hangout Group), Price Increase by 20% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022), Price Update by Shani after Audit Price Mismatch on Inventory on 270423(Relive on 150624), Price update on 12-09-2024 done by Munna","Buy Natural Emerald - Brazil 3.77 for sale online, weighing carats (roughly 4.19 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (3.77 carat). has many benefits. This gem stated to Unheated (Oiling). value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Emerald - Brazil-Faceted-Non Calibrated,/g/p/gp13978-1-150624.jpg,/g/p/gp13978-1-150624.jpg,/g/p/gp13978-hand-150624.jpg,Not Available,2016-12-15 00:00:00,,,,,0,,,2 - Mid-Precious,6500,,,,,,2235,2.72,1.580 - 1.590,No,No,,,",",",",",",,,",",",",",",",",,11---___Emerald0011_-_____----.pdf,SLA373322511,https://www.itlgj.com/searchcertificate.aspx?No=SLA373322511&T=Stone,,,25000,"growth in business, Oratorship",MP
Gemstones,GP14207,Sunstone - 2.66 Carats,Natural Certified - 2.66 Carats Sunstone,sunstone-gp14207,GP14207,Unheated and Untreated (No Indications Observed),2.66,Sunstone,Cabochon,10.60x7.46x4.43 mm,Brown,2.66 ct Sunstone Natural Original Top Quality Lab Certified Gemstone of 2.66 carat (2.75 ratti),Express Dispatch,5665,2.96,0,71039929,1600.0000,,2.6600,602.0000,266.0000,Enabled,Jewellery Semiprecious,Sunstone,Natural,Oval,ITLGJ Certified,10 Day Money-Back Returns*,Brown,Cabochon,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Sunstone - All,GP,Loose Gemstone,,Single Stone,Natural Sunstone weighing 2.66 carats in Oval Shape,Natural Sunstone weighing 2.66 carats (2.96 ratti),Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Relive on 200624),"Buy Natural Sunstone - All 2.66 for sale online, weighing carats (roughly 2.96 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.66 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Sunstone - All-Cabochon-Non Calibrated,/g/p/gp14207-1-200624.jpg,/g/p/gp14207-1-200624.jpg,/g/p/gp14207-hand-200624.jpg,Not Available,2016-12-15 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,240,2.6,1.53 Spot,No,No,,,",",",",",",,,",",",",",",",",,000031000____Sunstone---000310000---.pdf,SLA374923362,https://www.itlgj.com/searchcertificate.aspx?No=SLA374923362&T=Stone,,,1500,,MP
Gemstones,GP14209,Sunstone - 2.86 Carats,Premium Certified Sunstone for Astrological Use - 2.86 Carats,sunstone-gp14209,GP14209,Unheated and Untreated (No Indications Observed),2.86,Sunstone,Cabochon,8.63x7.72x5.62 mm,Brown,2.86 ct Sunstone Natural Original Top Quality Lab Certified Gemstone of 2.86 carat (3 ratti),Express Dispatch,5667,3.18,0,71039929,1700.0000,,2.8600,594.0000,286.0000,Enabled,Jewellery Semiprecious,Sunstone,Natural,Round,ITLGJ Certified,10 Day Money-Back Returns*,Brown,Cabochon,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Sunstone - All,GP,Loose Gemstone,,Single Stone,Natural Sunstone weighing 2.86 carats in Round Shape,Natural Sunstone weighing 2.86 carats (3.18 ratti),Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Relive on 200624),"Buy Natural Sunstone - All 2.86 for sale online, weighing carats (roughly 3.18 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.86 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Sunstone - All-Cabochon-Non Calibrated,/g/p/gp14209-1-200624.jpg,/g/p/gp14209-1-200624.jpg,/g/p/gp14209-hand-200624.jpg,Not Available,2016-12-15 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,255,2.6,1.53 Spot,No,No,,,",",",",",",,,",",",",",",",",,000031000____Sunstone---000310000---.pdf,SLA374923364,https://www.itlgj.com/searchcertificate.aspx?No=SLA374923364&T=Stone,,,1500,,MP
Gemstones,GP14213,Sunstone - 2.30 Carats,Natural Certified - 2.30 Carats Sunstone,sunstone-gp14213,GP14213,Unheated and Untreated (No Indications Observed),2.3,Sunstone,Cabochon,14.35x6.15x3.84 mm,Brown,2.3 ct Sunstone Natural Original Top Quality Lab Certified Gemstone of 2.3 carat (2.5 ratti),Express Dispatch,5671,2.56,0,71039929,1350.0000,,2.3000,587.0000,230.0000,Enabled,Jewellery Semiprecious,Sunstone,Natural,Marquise,ITLGJ Certified,10 Day Money-Back Returns*,Brown,Cabochon,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Sunstone - All,GP,Loose Gemstone,,Single Stone,Natural Sunstone weighing 2.3 carats in Marquise Shape,Natural Sunstone weighing 2.30 carats (2.56 ratti),Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Relive on 190624),"Buy Natural Sunstone - All 2.30 for sale online, weighing carats (roughly 2.56 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (2.30 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",1.0000,1,Sunstone - All-Cabochon-Non Calibrated,/g/p/gp14213-1-190624.jpg,/g/p/gp14213-1-190624.jpg,/g/p/gp14213-hand-190624.jpg,Not Available,2016-12-15 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,202.5,2.6,1.53 Spot,No,No,,,",",",",",",,,",",",",",",",",,000031000____Sunstone---000310000---.pdf,SLA374923368,https://www.itlgj.com/searchcertificate.aspx?No=SLA374923368&T=Stone,,,1000,,MP
Gemstones,GP13672,Bloodstone - 8.23 carats,Certified Bloodstone 8.23 carat Oval,bloodstone-gp13672,GP13672,Unheated and Untreated (No Indications Observed),8.23,Bloodstone,Faceted,15.60x11.55x6.90 mm,Bi Color,8.23 ct Bloodstone Natural Original Top Quality Lab Certified Gemstone of 8.23 carat (9 ratti),Express Dispatch,5134,9.14,0,71039949,1800.0000,,8.2300,219.0000,823.0000,Enabled,Jewellery Semiprecious,Bloodstone,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Bi-Color,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Bloodstone - All,GP,Loose Gemstone,,Single Stone,Natural Bloodstone weighing 8.23 carats in Oval Shape,Natural Bloodstone weighing 8.23 carats (9.14 ratti),Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(Out of stock by Own inventory on 120724),"Buy Natural Original Bloodstone - All for sale online, weighing 9.14 carats (roughly 10 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (9.14 carat). Bloodstone - All has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Bloodstone - All-Faceted-Non Calibrated,/g/p/gp13672-1-190918.jpg,/g/p/gp13672-1-190918.jpg,/g/p/gp13672-jbn-certified-190918.jpg,,2020-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,200,,,,,,270,2.6,1.54-1.55,No,No,,,",",",",",",,,",",",",",",",",,4--___Blood--___stone_-004---___.pdf,,http://www.jbngemtestinglab.com/,,,1500,,MP
Gemstones,GP13689,Bloodstone - 7.40 carats,Natural Bloodstone - 7.40 carats (GP13689),bloodstone-gp13689,,Unheated and Untreated (No Indications Observed),7.4,Bloodstone,Faceted,15.5 x 11.9 x 5.7 mm,Green,Bloodstone 7.40ct Natural Original Top Quality Lab Certified 7.40 carats (8.25 ratti) Gemstone ,Express Dispatch,5151,8.22,0,71039949,1330.0000,,7.4000,180.0000,741.0000,Enabled,Jewellery Semiprecious,Bloodstone,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Green,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Bloodstone - All,GP,Loose Gemstone,,Single Stone,Beautiful Natural Bloodstone weighing 7.40 carats in Oval Shape,Beautiful Natural Bloodstone weighing 7.40 carats (8.22ratti),,"Buy Natural original Bloodstone loose gemstone for sale online weighing 7.40 carats (roughly 8.25 ratti). The cost price of this stone is provided, and the price per carat can be calculated by dividing the price with the weight (7.40 carats).Bloodstone has many benefits. This gem is stated to be Unheated & Untreated . The value of this gemstone is good considering its properties and effects. This Bloodstone is certified and photos, videos, lab certificate for this stone are available in our online store.",-1.0000,0,Bloodstone - All-Faceted-Non Calibrated,/g/p/gp13689-1.jpg,/g/p/gp13689-1.jpg,/g/p/gp13689-JBN-Certified.jpg,,2020-10-15 00:00:00,,,,,0,,,3 - Semi-Precious,,,,,,,0,,,No,No,,,",",",",",",,,",",",",",",",",,,,http://www.jbngemtestinglab.com/,,,,,
Gemstones,GP13702,Bloodstone - 3.88 carats,Natural Bloodstone - 3.88 carats (GP13702),bloodstone-gp13702,GP13702,Unheated and Untreated (No Indications Observed),3.88,Bloodstone,Faceted,12.94x9.55x4.82 mm,Green,3.88 ct Bloodstone Natural Original Top Quality Lab Certified Gemstone of 3.88 carat (4.25 ratti),Express Dispatch,5164,4.31,0,71039949,840.0000,,3.8800,216.0000,764.0000,Enabled,Jewellery Semiprecious,Bloodstone,Natural,Oval,AGR Certified,10 Day Money-Back Returns*,"Green, Red Spots",Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Bloodstone - All,GP,Loose Gemstone,,Single Stone,Natural Bloodstone weighing 3.88 carat In 0 shape.,Natural Bloodstone weighing 3.88 carats (4.31 ratti),"remove by  shani on 5-6-20, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Out of stock by Own inventory on 250424-fms), ","Buy Natural Original Bloodstone for sale online, weighing 3.88 carats (roughly 4.25 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (3.88 carat). Bloodstone has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Bloodstone - All-Faceted-Non Calibrated,/g/p/gp13702-1-180820.jpg,/g/p/gp13702-1-180820.jpg,/g/p/gp13702-agr-certified-180820.jpg,0,2022-02-26 00:00:00,,,,,0,,,3 - Semi-Precious,200,,,,,,126,2.6,1.540 Spot ,No,No,,,",",",",",",,,",",",",",",",",,,,https://www.agrl.in/searchcertificate.aspx?T=Stone&No=SA176023823,,,500,,MP
Gemstones,GP12412,Tanzanite 9x7 MM - 2.73 Carats (DELUXE),Premium Certified Tanzanite 9x7 MM (DELUXE) for Astrological Use - 2.73 Carats (GP12412) from Tanzania,tanzanite-gp12412,GP12412,Heated (Tanzanite is always heat treated),2.73,Tanzanite,Faceted,8.73x7.09x4.80 mm,Blue,IGI Certified 2.73 ct Tanzanite Natural Top Quality Lab Certified Gemstone of 2.73 carat (3 ratti),Express Dispatch,2800,3.03,0,71039952,36300.0000,,2.7300,13297.0000,273.0000,Enabled,Jewellery Sapphire,Tanzanite,Natural,Octagonal,IGI Certified,10 Day Money-Back Returns*,Violetish Blue,Faceted,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Tanzanite - All,GP,Loose Gemstone,Tanzania,Single Stone,Natural Tanzanite 9X7 MM weighing 2.73 carats in Octagonal shape.,Natural Tanzanite 9X7 MM weighing 2.73 carats (3.03 ratti) from Tanzania,"Relive by Shani on 230322, Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Group update on 13-may-2022)(Relive on 180724), Price update on 07-06-2025 done by Munna","Buy Natural Tanzanite for sale online, weighing 2.73 carats (roughly 3 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (2.73 carat). Tanzanite has many benefits. This gem is stated to be Heated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",1.0000,1,Tanzanite - All-Faceted- Calibrated,/g/p/gp12412-1-180724.jpg,/g/p/gp12412-1-180724.jpg,/g/p/gp12412-hand-180724.jpg,,2020-10-15 00:00:00,,igi-certified,,,0,,,1 - Precious,13000,,,,,,,0,1.690 - 1.700,No,No,,,"9x7,",",",",",,,"Deluxe,",",",",",",",,,,https://www.igi.org/reports/verify-your-report?r=389929495,,,36000,,MP
Gemstones,GP14675,Moss Agate 10X8 MM - 2.20 carats,Certified Moss Agate 2.2 carat Oval,agate-gp14675,GP14675,Unheated and Untreated (No Indications Observed),2.2,Agate,Cabochon,9.85x8.00x5.10  mm,Green,2.20 ct Moss Agate Natural Original Top Quality Lab Certified Gemstone of 2.20 carat (2.25 ratti) from Sri Lanka (Ceylon),Express Dispatch,6109,2.44,0,71039942,1100.0000,,2.2000,500.0000,220.0000,Enabled,Jewellery Semiprecious,Agate,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,Green,Cabochon,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Agate - Moss,GP,Loose Gemstone,Sri Lanka (Ceylon),Single Stone,Natural Moss Agate 10X8 MM weighing 2.20 carat In Oval shape.,Natural Moss Agate 10X8 MM weighing 2.20 carats (2.44 ratti) from Sri Lanka (Ceylon),Update carat wt. on 02-Jan-2020out of stock by own inventry on 070223Out of stock again on 130223(Already out of stock pcs - 'Out of stock by vivek sir on 100924'),"Buy Natural Moss Agate for sale online, weighing 2.20 carats (roughly 2.25 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (2.20 carat). The stone origin (where it is mined from) is Sri Lanka (Ceylon). The stone is hence popularly also known as akik. Agate has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Agate - Moss-Cabochon- Calibrated,/1/4/14675-1-190918.jpg,/1/4/14675-1-190918.jpg,/g/p/gp14675-jbn-certified-200118.jpg,wssd,2021-10-08 00:00:00,,,,,0,,,3 - Semi-Precious,500,,,,,,165,2.6,1.540 Spot ,No,No,,,"10x8,",",",",",,,",",",",",",",",,,,http://www.jbngemtestinglab.com/,,,1000,,MP
Gemstones,GP14684,Moss Agate - 23.30 carats,Certified Moss Agate 23.3 carat Oval,agate-gp14684,GP14684,Unheated and Untreated (No Indications Observed),23.3,Agate,Cabochon,26.30x18.80x5.80 mm,Bi Color,23.3 ct Moss Agate Natural Original Top Quality Lab Certified Gemstone of 23.3 carat (25.75 ratti),Express Dispatch,6118,25.89,0,71039942,3050.0000,,23.3000,131.0000,2330.0000,Enabled,Jewellery Semiprecious,Agate,Natural,Oval,JBN Certified,10 Day Money-Back Returns*,White Green (Bi-Color),Cabochon,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Agate - Moss,GP,Loose Gemstone,,Single Stone,Natural Moss Agate weighing 23.3 carats in Oval Shape,Natural Moss Agate weighing 23.30 carats (25.89 ratti),Price Increase by 5% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022)(relive on 070624)(Out of stock by own inventory on 050924),"Buy Natural Original Moss Agate for sale online, weighing 25.89 carats (roughly 28.75 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (25.89 carat). Agate - Moss has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Agate-Moss-Cabochon-Non Calibrated,/g/p/gp14684-1-70624.jpg,/g/p/gp14684-1-70624.jpg,/g/p/gp14684-hand-70624.jpg,Not Available,2021-02-15 00:00:00,,,,,0,,,3 - Semi-Precious,100,,,,,,457.5,2.6,1.535-1.539,No,No,,,",",",",",",,,",",",",",",",",,,,http://www.jbngemtestinglab.com/,,,3000,,MP
Gemstones,GP14879,Pitambari Neelam - 3.15 Carats,Natural Pitambari Neelam - 3.15 carats (GP14879) from Sri Lanka (Ceylon),pitambari-neelam-gp14879,GP14879,Unheated and Untreated (No Indications Observed),3.15,Pitambari Neelam,Faceted,8.18x7.19x5.29 mm,Pitambari,3.15 ct Pitambari Neelam Natural Original Top Quality Lab Certified Gemstone of 3.15 carat (3.5 ratti) from Sri Lanka (Ceylon),Express Dispatch,6307,3.50,0,71039120,26800.0000,,3.1500,8508.0000,315.0000,Enabled,Jewellery Sapphire,Pitambari Neelam,Natural,Oval,ITLGJ Certified,10 Day Money-Back Returns*,Blue/Yellow,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Pitambari Neelam - Sri Lanka,GP,Loose Gemstone,Sri Lanka (Ceylon),Single Stone,Natural Pitambari Neelam weighing 3.15 carat In Oval shape.,Natural Pitambari Neelam weighing 3.15 carats (3.5 ratti) from Sri Lanka (Ceylon),"Price Increase by 20% on 23-May-2022(messaged by NITIN SIR on Catalog Whatsaap Group on 13-may-2022), Price Update by Shani after Audit Price Mismatch on Inventory on 270423(Out of stock by Own Inventory on 300124)","Buy Natural Pitambari Neelam - Sri Lanka 3.15 for sale online, weighing 3.15 carats (roughly 3.5 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (3.15 carat). The stone origin (where it is mined from) is Sri Lanka (Ceylon). The stone is hence popularly also known as . Pitambari Neelam has many benefits. This gem is stated to be Unheated and Untreated. The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",0.0000,0,Pitambari Neelam - Sri Lanka-Faceted-Non Calibrated,/g/p/gp14879-1-181023.jpg,/g/p/gp14879-1-181023.jpg,/g/p/gp14879-hand-181023.jpg,0,2021-02-09 00:00:00,,,,,0,,,1 - Precious,8500,,,,,,3405,4,1.760 - 1.770 ,No,No,,,",",",",",",,,",",",",",",",",,24--____Pitambari---Neelam__00024__----000.pdf,,,,,26000,"Good in litigations, Spiritual Growth",MP
Gemstones,GP14943,Emerald - 8.74 Carats,Natural Emerald - 8.74 carats (GP14943) from Zambia,emerald-gp14943,GP14943,Unheated and Untreated (Oiling Only),8.74,Emerald,Faceted,14.43x10.52x5.51 mm,Green,8.74 ct Emerald Natural Original Top Quality Lab Certified Gemstone of 8.74 carat (9.52 ratti) from Zambia,Express Dispatch,6367,9.71,0,71039130,141500.0000,,8.7400,16061.0000,881.0000,Enabled,Jewellery Sapphire,Emerald,Natural,Octagonal,IGI Certified,10 Day Money-Back Returns*,Green,Faceted,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),Emerald - Zambia,GP,Loose Gemstone,Zambia,Single Stone,Natural Emerald weighing 8.74 carat In Octagonal shape.,Natural Emerald weighing 8.74 carats (9.52 ratti) from Zambia,"Relived by Shani On 25-08-2019,Price Increased by nitin sir from 14699 per carat to 15210 per carat(Out of stock by Own Inventory on 190324)","Buy Natural Emerald - Zambia 8.81 for sale online, weighing 8.74 carats (roughly 9.52 ratti). The cost price of the stone is provided and its price per carat can be calculated by dividing the cost price by stone weight (8.74 carat). The stone origin (where it is mined from) is Zambia. The stone is hence popularly also known as . Emerald has many benefits. This gem is stated to be Unheated (Oiling). The value of the stone is good considering its properties and effects. This gem is certified and its photos, video and lab certificate are available on our online store.",-1.0000,0,Emerald - Zambia-Faceted-Non Calibrated,/g/p/gp14943-1-191023.jpg,/g/p/gp14943-1-191023.jpg,/g/p/gp14943-hand-191023.jpg,0,2021-02-22 00:00:00,,igi-certified,,,0,,,1 - Precious,16000,,,,,,21225,2.72,1.580 - 1.590,No,No,,,",",",",",",,,",",",",",",",",,,,https://www.igi.org/reports/verify-your-report?r=239694697,,,140000,"growth in business, Oratorship",P
